year,entity,municipality,section,quality,geometry,total,nominal,turnout,emblemLeader,emblemGapPP,source,sourceRows
2024,14,120,3162,verified,True,1483,1980,74.8989898989899,MC,44.841537424140256,S02,5569;5570;5571
2024,14,120,3163,verified,True,1494,2047,72.98485588666341,MC,39.49129852744311,S02,5170;5187;5572
2024,14,120,3164,verified,True,749,1070,70.0,MC,48.73164218958612,S02,5171;5371
2024,14,120,3165,verified,True,655,876,74.77168949771689,MC,42.900763358778626,S02,5188;5189
2024,14,120,3166,verified,True,1094,1510,72.45033112582782,MC,45.88665447897623,S02,5172;5173;5372
2024,14,120,3167,verified,True,1380,1948,70.84188911704312,MC,46.15942028985508,S02,5190;5573;5574
2024,14,120,3168,verified,True,2300,3150,73.01587301587301,MC,48.52173913043478,S02,5060;5191;5373;5452;5453
2024,14,120,3169,verified,True,897,1172,76.53583617747441,MC,47.71460423634337,S02,5061;5454
2024,14,120,3170,verified,True,1070,1999,53.52676338169084,MC,37.75700934579439,S02,5062;5063;5455
2024,14,120,3171,verified,True,968,1301,74.4043043812452,MC,44.52479338842975,S02,5064;5374
2024,14,120,3173,verified,True,1551,2405,64.49064449064448,MC,20.889748549323016,S02,5065;5066;5119;5456
2024,14,120,3174,verified,True,1086,1813,59.90071704357418,MC,6.537753222836096,S02,5067;5301;5457
2024,14,120,3175,verified,True,1085,1881,57.68208399787347,MC,8.755760368663594,S02,5068;5120;5121
2024,14,120,3176,verified,True,1168,1736,67.2811059907834,MC,26.96917808219178,S02,5069;5302;5458
2024,14,120,3177,verified,True,1211,1642,73.75152253349574,MC,39.058629232039635,S02,5122;5303;5459
2024,14,120,3178,verified,True,514,1385,37.111913357400724,MC,45.91439688715953,S02,5070;5123
2024,14,120,3179,verified,True,1195,1611,74.17752948479206,MC,32.46861924686193,S02,5071;5304;5460
2024,14,120,3180,verified,True,1141,1549,73.6604260813428,MC,31.025416301489923,S02,5124;5305;5306
2024,14,120,3181,verified,True,908,1294,70.17001545595053,MC,42.180616740088105,S02,5072;5307
2024,14,120,3182,verified,True,909,1196,76.00334448160535,MC,46.094609460946096,S02,5125;5308
2024,14,120,3183,verified,True,1004,1169,70.05988023952095,MC,48.505976095617534,S02,5073;5126;5461;5462
2024,14,120,3184,verified,True,792,1042,76.00767754318618,MC,36.74242424242424,S02,5127;5309
2024,14,120,3185,verified,True,1002,1286,77.91601866251943,MC,50.199600798403196,S02,5310;5463
2024,14,120,3186,verified,True,1215,1644,73.90510948905109,MC,48.39506172839506,S02,5128;5311;5464
2024,14,120,3187,verified,True,1804,2632,68.54103343465046,MC,44.45676274944568,S02,5074;5129;5130;5465
2024,14,120,3188,verified,True,1513,2009,75.311100049776,MC,51.94976867151355,S02,5131;5312;5313
2024,14,120,3189,verified,True,1201,1586,75.72509457755359,MC,54.70441298917569,S02,5075;5132;5314
2024,14,120,3190,verified,True,999,1438,69.47148817802503,MC,27.427427427427425,S02,5133;5134
2024,14,120,3191,verified,True,772,1056,73.10606060606061,MC,41.06217616580311,S02,5076;5135
2024,14,120,3192,verified,True,751,1239,60.613397901533496,MC,22.37017310252996,S02,5077;5136
2024,14,120,3193,verified,True,701,985,71.16751269035532,MC,17.546362339514978,S02,5137;5466
2024,14,120,3194,verified,True,1098,1489,73.74076561450637,MC,28.59744990892532,S02,5078;5467
2024,14,120,3195,verified,True,1131,1499,75.45030020013343,MC,40.49513704686119,S02,5079;5468
2024,14,120,3196,verified,True,1143,1531,74.65708687132593,MC,42.082239720035,S02,5138;5315;5469
2024,14,120,3197,verified,True,1180,1682,70.15457788347206,MC,35.16949152542373,S02,5080;5081;5139
2024,14,120,3198,verified,True,1131,2075,54.506024096385545,MC,13.262599469496022,S02,5316;5317;5470
2024,14,120,3200,verified,True,621,1000,62.1,MC,18.19645732689211,S02,5116;5318
2024,14,120,3205,verified,True,1006,1384,72.6878612716763,MC,38.56858846918489,S02,5059;5451
2024,14,120,3206,verified,True,2144,3791,56.554998681086786,MC,14.832089552238806,S02,6336;6459;6460;6484;6652;6653
2024,14,120,3207,verified,True,672,1370,49.051094890510946,MORENA,13.839285714285715,S02,6337;6485
2024,14,120,3208,verified,True,1480,2759,53.64262413918086,MC,5.405405405405405,S02,6461;6462;6463;6654
2024,14,120,3209,verified,True,867,1684,51.48456057007126,MC,0.8073817762399077,S02,6464;6465;6655
2024,14,120,3210,verified,True,1622,3047,53.2326878897276,MC,6.288532675709001,S02,5375;5471;5472;5473;5474
2024,14,120,3211,verified,True,1135,3357,33.80994935954721,MORENA,3.700440528634361,S02,5112;5113;5376;5377;5378
2024,14,120,3212,verified,True,1992,3511,56.735972657362574,MC,13.50401606425703,S02,5082;5083;5084;5085;5114
2024,14,120,3213,verified,True,3013,5488,54.90160349854227,MC,21.307666777298373,S02,5086;5087;5088;5089;5115;5379;5475;5476
2024,14,120,3214,verified,True,1106,2401,46.06413994169096,MC,6.871609403254973,S02,6315;6316;6431;6619
2024,14,120,3216,verified,True,2289,4653,49.19406834300452,MC,9.960681520314548,S02,6317;6318;6319;6432;6433;6434;6620
2024,14,120,3217,verified,True,2660,4423,60.14017635089306,MC,31.278195488721806,S02,6320;6435;6473;6474;6475;6621
2024,14,120,3218,verified,True,1304,1920,67.91666666666667,MC,47.392638036809814,S02,6321;6436;6476
2024,14,120,3219,verified,True,5262,6883,76.44922272265,MC,54.33295324971493,S02,6322;6323;6324;6437;6438;6439;6622;6623;6624;6625
2024,14,120,3220,verified,True,1140,1513,75.34699272967615,MC,50.26315789473684,S02,6440;6477;6626
2024,14,120,3221,verified,True,893,1488,60.01344086021505,MC,8.174692049272117,S02,6441;6478
2024,14,120,3222,verified,True,1221,2270,53.78854625550661,MC,4.504504504504505,S02,6325;6442;6443;6627
2024,14,120,3223,verified,True,2338,4761,49.10733039277463,MC,6.715141146278871,S02,6326;6479;6480;6628;6629;6630;6631
2024,14,120,3224,verified,True,1222,2084,58.63723608445297,MC,7.855973813420622,S02,6327;6444;6632
2024,14,120,3225,verified,True,3418,7473,45.737990097685,MC,9.391456992393213,S02,6328;6329;6445;6446;6481;6482;6483;6633;6634;6635
2024,14,120,3226,verified,False,7757,18277,42.441319691415444,MC,15.315199174938765,S02,2839;2840;2841;2842;2843;2844;2845;2905;2906;2907;2908;2909;2910;3015;3016;3017;3018;3019;3020;3021;3216;3217;3218;3219;3220
2024,14,120,3227,verified,True,898,1968,45.63008130081301,MORENA,0.4454342984409799,S02,2846;3022;3221
2024,14,120,3228,verified,True,906,1826,49.61664841182913,MORENA,4.525386313465784,S02,3023;3024;3222
2024,14,120,3229,verified,True,1257,2730,46.043956043956044,MC,3.261734287987271,S02,2847;2848;3025;3223
2024,14,120,3230,verified,True,1667,3278,50.854179377669304,MC,8.938212357528494,S02,2911;2912;3026;3027;3224
2024,14,120,3231,verified,False,4547,7848,57.938328236493376,MC,33.20870903892676,S02,2849;2850;2913;2914;2915;3028;3029;3030;3225;3226;3227
2024,14,120,3232,verified,True,163,332,49.096385542168676,MC,42.331288343558285,S02,3228
2024,14,120,3233,verified,True,3030,3825,79.2156862745098,MC,66.17161716171617,S02,2851;2852;2916;3031;3032;3033
2024,14,120,3234,verified,True,2066,4244,48.68049010367578,MC,11.907066795740562,S02,2853;2854;2917;2918;2919;3034
2024,14,120,3235,verified,True,3587,6692,53.60131500298865,MC,20.211876219682186,S02,6330;6331;6332;6333;6447;6448;6492;6656;6657
2024,14,120,3236,verified,True,1375,2470,55.66801619433198,MC,11.854545454545455,S02,6334;6335;6449;6493
2024,14,120,3237,verified,True,1845,2306,80.00867302688638,MC,58.48238482384824,S02,6450;6494;6495;6658
2024,14,120,3363,verified,True,296,906,32.671081677704194,MC,23.986486486486484,S02,2855;3317
2024,14,120,3364,verified,True,350,533,65.66604127579737,MC,23.714285714285715,S02,3167
2024,14,120,3365,verified,True,549,910,60.32967032967033,MC,20.58287795992714,S02,3318;3319
2024,14,120,3366,verified,True,530,856,61.915887850467286,MC,23.58490566037736,S02,2856;2857
2024,14,120,3367,verified,True,464,743,62.44952893674294,MC,21.551724137931032,S02,2869
2024,14,120,3368,verified,True,587,865,67.86127167630059,MC,23.509369676320272,S02,2858;2870
2024,14,120,3369,verified,True,694,1100,63.090909090909086,MC,17.86743515850144,S02,2871;2872
2024,14,120,3370,verified,True,660,965,68.39378238341969,MC,39.54545454545455,S02,2859;3320
2024,14,120,3371,verified,True,671,912,73.57456140350878,MC,40.23845007451565,S02,2860;3321
2024,14,120,3372,verified,True,928,1189,78.04878048780488,MC,52.90948275862068,S02,2861;3322
2024,14,120,3373,verified,True,801,1140,70.26315789473684,MC,31.7103620474407,S02,2873;3323
2024,14,120,3374,verified,True,436,1193,36.54652137468567,MC,30.045871559633024,S02,2862;2874
2024,14,120,3375,verified,True,700,972,72.0164609053498,MC,35.14285714285714,S02,2875;3324
2024,14,120,3376,verified,True,526,741,70.98515519568151,MC,33.07984790874524,S02,3168
2024,14,120,3377,verified,True,489,764,64.00523560209425,MC,26.380368098159508,S02,2876;3325
2024,14,120,3378,verified,True,772,1017,75.90953785644051,MC,38.73056994818653,S02,2877;3169
2024,14,120,3379,verified,True,589,824,71.48058252427184,MC,40.91680814940577,S02,2863;3170
2024,14,120,3380,verified,True,601,831,72.3225030084236,MC,42.76206322795341,S02,3171;3326
2024,14,120,3381,verified,True,451,706,63.88101983002833,MC,29.268292682926827,S02,2878
2024,14,120,3382,verified,True,803,1203,66.74979218620116,MC,39.10336239103363,S02,3172;3327
2024,14,120,3383,verified,True,1001,1439,69.56219596942321,MC,34.065934065934066,S02,3173;3174
2024,14,120,3384,verified,True,793,1214,65.32125205930808,MC,23.833543505674655,S02,2864;2879
2024,14,120,3385,verified,True,452,811,55.73366214549939,MC,21.902654867256636,S02,2880;3328
2024,14,120,3386,verified,True,754,1190,63.36134453781512,MC,26.25994694960212,S02,3175;3329
2024,14,120,3387,verified,True,461,861,53.542392566782816,MC,9.327548806941431,S02,3176;3177
2024,14,120,3471,verified,True,891,1089,81.81818181818183,MC,51.96408529741863,S02,1838;2200
2024,14,120,3472,verified,True,564,763,73.91874180865007,MC,48.40425531914894,S02,1852;2118
2024,14,120,3473,verified,True,939,1291,72.73431448489544,MC,45.15441959531417,S02,2119;2201
2024,14,120,3474,verified,True,351,511,68.68884540117418,MC,15.0997150997151,S02,2120
2024,14,120,3475,verified,True,1028,1552,66.23711340206185,MC,26.361867704280158,S02,1853;2121;2202
2024,14,120,3476,verified,True,853,1373,62.126729788783685,MC,22.626025791324736,S02,1854;2203
2024,14,120,3477,verified,True,972,1383,70.28199566160521,MC,41.8724279835391,S02,2204;2205
2024,14,120,3478,verified,True,772,1072,72.01492537313433,MC,35.880829015544045,S02,1839;2122
2024,14,120,3479,verified,True,540,917,58.88767720828789,MC,20.925925925925924,S02,1855;1856
2024,14,120,3480,verified,True,855,1320,64.77272727272727,MC,24.678362573099417,S02,1840;1841
2024,14,120,3481,verified,True,914,1141,80.10517090271692,MC,49.89059080962801,S02,1842;2206
2024,14,120,3482,verified,True,735,1170,62.82051282051282,MC,27.755102040816325,S02,1857;1858
2024,14,120,3483,verified,True,734,1070,68.5981308411215,MC,32.42506811989101,S02,2207;2208
2024,14,120,3484,verified,True,511,702,72.79202279202279,MC,41.291585127201564,S02,1859
2024,14,120,3485,verified,True,521,744,70.02688172043011,MC,35.50863723608445,S02,1843
2024,14,120,3486,verified,True,792,968,81.81818181818183,MC,61.994949494949495,S02,1844;2209
2024,14,120,3487,verified,True,1080,1403,76.97790449037775,MC,43.888888888888886,S02,1845;2210
2024,14,120,3488,verified,True,1011,1446,69.91701244813278,MC,35.410484668644905,S02,1860;2123
2024,14,120,3489,verified,True,624,853,73.1535756154748,MC,46.31410256410257,S02,1846;1861
2024,14,120,3490,verified,True,421,563,74.77797513321492,MC,31.353919239904986,S02,1847
2024,14,120,3491,verified,True,625,792,78.91414141414141,MC,52.0,S02,1848;1849
2024,14,120,3492,verified,True,1002,1347,74.38752783964365,MC,52.19560878243513,S02,1862;1863
2024,14,120,3493,verified,True,844,1110,76.03603603603604,MC,41.11374407582938,S02,1850;2211
2024,14,120,3494,verified,True,548,784,69.89795918367348,MC,35.03649635036496,S02,1851;2124
2024,14,120,3495,verified,True,587,940,62.4468085106383,MC,14.480408858603067,S02,1864;2212
2024,14,120,3496,verified,True,375,515,72.81553398058253,MC,33.33333333333333,S02,3153
2024,14,120,3497,verified,True,614,843,72.83511269276394,MC,34.69055374592834,S02,2881;3154
2024,14,120,3498,verified,True,771,1120,68.83928571428571,MC,32.16601815823606,S02,3050;3155
2024,14,120,3499,verified,True,595,1190,50.0,MC,18.65546218487395,S02,2882;3051
2024,14,120,3500,verified,True,449,937,47.91889007470651,MC,10.913140311804009,S02,2865;3052
2024,14,120,3501,verified,True,554,836,66.26794258373205,MC,20.577617328519857,S02,2883;2884
2024,14,120,3502,verified,True,440,899,48.9432703003337,MC,17.272727272727273,S02,2885;2886
2024,14,120,3503,verified,True,864,1324,65.25679758308158,MC,34.83796296296296,S02,2866;3183
2024,14,120,3504,verified,True,929,1317,70.53910402429764,MC,31.86221743810549,S02,2867;3184
2024,14,120,3505,verified,True,1339,2026,66.09081934846989,MC,33.68185212845407,S02,2868;3156;3293
2024,14,120,3506,verified,True,428,680,62.94117647058823,MC,10.514018691588785,S02,3157
2024,14,120,3507,verified,True,397,767,51.76010430247718,MC,26.448362720403022,S02,3158;3159
2024,14,120,3508,verified,True,464,612,75.81699346405229,MC,39.6551724137931,S02,3160
2024,14,120,3509,verified,True,339,733,46.24829467939973,MC,2.0648967551622417,S02,3053
2024,14,120,3510,verified,True,383,574,66.72473867595818,MC,31.070496083550914,S02,3294
2024,14,120,3511,verified,True,650,1213,53.586150041220115,MC,19.692307692307693,S02,3054;3295
2024,14,120,3512,verified,True,388,725,53.51724137931034,MC,9.278350515463918,S02,3185
2024,14,120,3513,verified,True,396,667,59.37031484257871,MC,8.333333333333332,S02,3161
2024,14,120,3514,verified,True,450,945,47.61904761904761,MORENA,10.222222222222223,S02,3162;3296
2024,14,120,3515,verified,True,576,950,60.631578947368425,MC,26.041666666666668,S02,3186;3297
2024,14,120,3516,verified,True,248,477,51.99161425576519,MC,7.258064516129033,S02,3298
2024,14,120,3517,verified,True,307,669,45.889387144992526,MORENA,7.81758957654723,S02,3163
2024,14,120,3518,verified,True,290,684,42.39766081871345,,,S02,3299
2024,14,120,3519,verified,True,520,1005,51.741293532338304,MC,15.384615384615385,S02,3055;3164
2024,14,120,3520,verified,True,307,549,55.919854280510016,MC,12.703583061889251,S02,3165
2024,14,120,3521,verified,True,617,989,62.38624873609707,MC,22.52836304700162,S02,3187;3249
2024,14,120,3522,verified,True,310,538,57.62081784386617,MC,19.67741935483871,S02,3056
2024,14,120,3523,verified,True,521,833,62.54501800720288,MC,33.78119001919386,S02,3057;3188
2024,14,120,3524,verified,True,715,956,74.7907949790795,MC,51.74825174825175,S02,3058;3166
2024,14,120,3525,verified,True,352,572,61.53846153846154,MC,1.4204545454545454,S02,3250
2024,14,120,3526,verified,True,914,1158,78.92918825561313,MC,44.967177242888404,S02,3059;3189
2024,14,120,3527,verified,True,2607,3505,74.37945791726106,MC,51.285001917913306,S02,3060;3190;3251;3252;3253
2024,14,120,3528,verified,True,876,1133,77.31685789938217,MC,40.75342465753425,S02,2218;2219
2024,14,120,3529,verified,True,329,832,39.543269230769226,MORENA,2.735562310030395,S02,6591;6665
2024,14,120,3530,verified,True,424,1032,41.08527131782946,MORENA,6.367924528301887,S02,6503;6504
2024,14,120,3531,verified,True,538,1179,45.631891433418154,MORENA,3.3457249070631967,S02,5405;5480
2024,14,120,3532,verified,True,0,1077,0.0,,,S02,6590;6718
2024,14,120,3533,verified,True,528,1258,41.971383147853736,MORENA,5.681818181818182,S02,5481;5497
2024,14,120,3534,verified,True,495,1193,41.49203688181056,MC,1.2121212121212122,S02,6660;6719
2024,14,120,3535,verified,True,488,1179,41.39100932994062,MORENA,7.581967213114754,S02,6720;6721
2024,14,120,3536,verified,True,564,1208,46.688741721854306,MORENA,8.156028368794328,S02,6589;6661
2024,14,120,3537,verified,True,495,989,50.05055611729019,MORENA,1.2121212121212122,S02,5406;5482
2024,14,120,3538,verified,True,512,1076,47.58364312267658,MORENA,11.328125,S02,5407;5605
2024,14,120,3539,verified,True,541,1247,43.3841218925421,MC,6.284658040665435,S02,6517;6586
2024,14,120,3540,verified,True,495,1344,36.830357142857146,MC,3.6363636363636362,S02,6587;6662
2024,14,120,3541,verified,True,557,1143,48.731408573928256,MC,11.310592459605028,S02,6588;6714
2024,14,120,3542,verified,True,530,1153,45.96704249783174,MORENA,3.9622641509433962,S02,5496;5591
2024,14,120,3543,verified,True,499,1044,47.79693486590038,MC,5.01002004008016,S02,5603;5604
2024,14,120,3544,verified,True,547,1091,50.13748854262145,MC,8.592321755027422,S02,5380;5592
2024,14,120,3545,verified,True,657,1499,43.829219479653105,MC,9.74124809741248,S02,6752;6753
2024,14,120,3546,verified,True,352,690,51.01449275362319,MORENA,0.2840909090909091,S02,6663
2024,14,120,3547,verified,True,541,1061,50.98963242224317,MC,0.9242144177449169,S02,6496;6664
2024,14,120,3548,verified,True,496,980,50.61224489795918,MC,5.241935483870968,S02,6497;6715
2024,14,120,3560,verified,True,974,1630,59.75460122699386,MC,54.31211498973306,S02,3036;3229;3230
2024,14,120,3561,verified,True,1262,1971,64.02841197361745,MC,55.78446909667195,S02,3143;3144;3231
2024,14,120,3562,verified,True,1565,1905,82.1522309711286,MC,66.90095846645367,S02,3178;3232;3233
2024,14,120,3563,verified,True,1712,2301,74.40243372446761,MC,56.133177570093466,S02,3037;3038;3145;3234
2024,14,120,3564,verified,True,1107,1423,77.79339423752634,MC,65.67299006323395,S02,3039;3179
2024,14,120,3565,verified,True,1226,1588,77.20403022670025,MC,61.174551386623165,S02,3040;3041;3235
2024,14,120,3566,verified,True,1218,1607,75.79340385812073,MC,60.3448275862069,S02,3146;3236;3237
2024,14,120,3567,verified,True,868,1074,80.8193668528864,MC,72.46543778801843,S02,3238;3239
2024,14,120,3568,verified,True,1130,1418,79.68970380818054,MC,77.34513274336283,S02,3147;3148
2024,14,120,3569,verified,True,1837,2390,76.86192468619247,MC,71.25748502994011,S02,3042;3043;3180;3240
2024,14,120,3570,verified,True,1017,1262,80.5863708399366,MC,74.82792527040316,S02,3044;3241
2024,14,120,3571,verified,True,1022,1248,81.89102564102564,MC,74.16829745596868,S02,3045;3149
2024,14,120,3572,verified,True,1426,1900,75.05263157894737,MC,75.31556802244039,S02,3046;3150;3151
2024,14,120,3573,verified,True,809,1301,62.182936202920835,MC,59.45611866501854,S02,3152;3242
2024,14,120,3574,verified,True,518,1083,47.830101569713754,MC,22.586872586872587,S02,3047;3048
2024,14,120,3575,verified,True,459,1003,45.76271186440678,MC,13.507625272331156,S02,3181;3182
2024,14,120,3576,verified,True,297,1330,22.330827067669173,MC,8.754208754208754,S02,3049;3243
2024,14,120,3622,verified,True,1816,3508,51.767388825541616,MC,7.599118942731277,S02,3061;3129;3130;3191;3203
2024,14,120,3623,verified,True,0,549,0.0,,,S02,3204
2024,14,120,3624,verified,True,556,1167,47.64353041988004,MC,9.892086330935252,S02,3192;3205
2024,14,120,3625,verified,True,2811,5004,56.17505995203837,MC,15.439345428673072,S02,3062;3131;3132;3193;3194;3195;3206
2024,14,120,3626,verified,True,1477,2916,50.65157750342936,MC,14.421123899796887,S02,3063;3064;3196;3207
2024,14,120,3627,verified,True,1531,2588,59.15765069551777,MC,33.18092749836708,S02,3065;3133;3197;3208
2024,14,120,3628,verified,True,1884,3114,60.5009633911368,MC,17.8343949044586,S02,3134;3198;3209;3210;3211
2024,14,120,3629,verified,True,1302,2687,48.45552660960178,MC,11.059907834101383,S02,3135;3136;3199;3212
2024,14,120,3630,verified,True,2945,5002,58.8764494202319,MC,26.791171477079796,S02,3066;3067;3068;3137;3138;3200;3213
2024,14,120,3631,verified,True,1136,1623,69.99383857054838,MC,36.971830985915496,S02,3139;3140;3141
2024,14,120,3632,verified,True,1173,1691,69.3672383205204,MC,39.89769820971867,S02,3142;3201;3202
2024,14,120,3633,verified,True,1529,2188,69.88117001828154,MC,41.79202092871158,S02,3069;3214;3215
2024,14,120,3634,verified,True,2221,3818,58.17181770560504,MC,33.13822602431337,S02,6570;6571;6636;6637;6746;6747
2024,14,120,3635,verified,True,2511,3314,75.76946288473144,MC,52.210274790919954,S02,6527;6572;6573;6574;6638
2024,14,120,3636,verified,True,2331,3342,69.74865350089766,MC,46.846846846846844,S02,6528;6575;6576;6577;6578
2024,14,120,3637,verified,True,1899,2830,67.10247349823322,MC,36.17693522906793,S02,6529;6530;6579;6748
2024,14,120,3638,verified,True,1108,1835,60.38147138964578,MC,37.274368231046935,S02,6531;6639;6640
2024,14,120,3639,verified,True,359,976,36.7827868852459,MC,49.58217270194986,S02,6641;6749
2024,14,120,3640,verified,True,1250,3170,39.43217665615142,MC,8.4,S02,6532;6533;6580;6581;6642
2024,14,120,3641,verified,True,1110,2156,51.48423005565863,MC,10.0,S02,6534;6582;6750
2024,14,120,3642,verified,True,1553,1937,80.17552916881776,MC,56.85769478428847,S02,6643;6644;6751
2024,14,120,3643,verified,True,1632,2158,75.62557924003707,MC,49.080882352941174,S02,6583;6584;6585
2024,14,120,3644,verified,True,697,884,78.84615384615384,MC,49.35437589670014,S02,6535;6645
2024,14,120,3652,verified,True,1679,2273,73.86713594368676,MC,44.25253126861227,S02,5403;5477;5478;5593
2024,14,120,3653,verified,True,1065,2041,52.180303772660466,MC,24.131455399061032,S02,5404;5479;5594
2024,14,120,3675,verified,True,1611,2475,65.0909090909091,MC,29.298572315332095,S02,2188;2199;2213;2214
2024,14,120,3678,verified,True,1242,1616,76.85643564356435,MC,55.55555555555556,S02,6486;6743;6744
2024,14,120,3697,verified,True,1163,1556,74.74293059125964,MC,47.54944110060189,S02,2197;2198;2215
2024,14,120,3698,verified,True,1949,2733,71.3135748261983,MC,40.020523345305286,S02,1947;2189;2190;2191
2024,14,120,3699,verified,True,1598,2462,64.90658001624695,MC,34.91864831038799,S02,1948;1949;2192;2193
2024,14,120,3700,verified,True,1735,2600,66.73076923076923,MC,37.002881844380404,S02,2194;2195;2196;2216
2024,14,120,3721,verified,True,1434,2361,60.736975857687426,MC,80.8926080892608,S02,5100;5575;5576;5606
2024,14,120,3722,verified,True,1338,1633,81.93508879363135,MC,71.30044843049326,S02,5101;5582;5583
2024,14,120,3723,verified,True,1972,2582,76.37490317583269,MC,62.57606490872211,S02,5577;5584;5607;5608
2024,14,120,3724,verified,True,1687,2192,76.96167883211679,MC,64.25607587433313,S02,5585;5609;5610
2024,14,120,3725,verified,True,1516,2076,73.02504816955684,MC,46.108179419525065,S02,5102;5578;5611
2024,14,120,3726,verified,True,409,1501,27.24850099933378,MC,1.7114914425427872,S02,5586;5587;5612
2024,14,120,3727,verified,True,1396,3188,43.7892095357591,MC,1.9340974212034383,S02,5103;5104;5579;5588;5613
2024,14,120,3728,verified,True,957,1983,48.26021180030257,MC,4.702194357366771,S02,5580;5589;5614
2024,14,120,3729,verified,True,939,1930,48.65284974093264,MC,8.30670926517572,S02,5105;5581;5615
2024,14,120,3730,verified,True,919,1921,47.8396668401874,MC,6.2023939064200215,S02,5106;5598;5616
2024,14,120,3731,verified,True,972,2247,43.257676902536716,MC,4.732510288065844,S02,5107;5590;5617
2024,14,120,3774,verified,True,1944,2409,80.69738480697384,MC,60.44238683127572,S02,1932;1933;2180;2185
2024,14,120,3775,verified,True,1752,2346,74.68030690537084,MC,47.6027397260274,S02,1934;2181;2186;2220
2024,14,120,3776,verified,True,1963,3021,64.97848394571334,MC,27.712684666327053,S02,1935;1936;2221;2222;2223
2024,14,120,3777,verified,True,1214,2035,59.65601965601965,MC,18.86326194398682,S02,1937;2182;2187
2024,14,120,3778,verified,True,1050,2253,46.60452729693741,MORENA,3.7142857142857144,S02,1938;1939;2224;2225
2024,14,120,3779,verified,True,943,2129,44.293095349929544,MC,0.3181336161187699,S02,1940;2183;2226
2024,14,120,3780,verified,True,785,2261,34.719150818222026,MORENA,1.78343949044586,S02,1941;1942;1943;2184
2024,14,120,3790,verified,True,532,1395,38.13620071684588,MORENA,0.18796992481203006,S02,2895;3112
2024,14,120,3791,verified,True,193,384,50.260416666666664,MC,6.7357512953367875,S02,2896
2024,14,120,3792,verified,True,707,2349,30.09791400595998,MORENA,7.920792079207921,S02,3113;3306;3307;3308
2024,14,120,3793,verified,True,1044,3027,34.489593657086225,MC,6.321839080459771,S02,2897;2898;2899;3309;3310
2024,14,120,3794,verified,True,1019,3302,30.860084797092668,MORENA,5.593719332679097,S02,2900;3114;3115;3311;3312
2024,14,120,3795,verified,True,713,2414,29.536039768019883,MC,14.025245441795231,S02,3116;3123;3313;3314
2024,14,120,3796,verified,True,517,1395,37.060931899641574,MORENA,1.9342359767891684,S02,2901;3315
2024,14,120,3797,verified,True,1095,2636,41.5402124430956,MC,3.9269406392694064,S02,2902;3117;3124;3316
2024,14,120,3798,verified,True,1204,2759,43.63899963754984,MC,5.398671096345515,S02,3118;3119;3120;3125
2024,14,120,3799,verified,True,988,3054,32.35101506221349,MC,3.0364372469635628,S02,3121;3122;3126;3127;3128
2024,14,120,3807,verified,True,904,1132,79.85865724381625,MC,67.03539823008849,S02,5108;5109
2024,14,120,3808,verified,True,1421,2471,57.50708215297451,MC,63.26530612244898,S02,5595;5596;5599;5600
2024,14,120,3809,verified,True,1304,2911,44.79560288560632,MC,45.39877300613497,S02,5110;5597;5618;5619
2024,14,120,3810,verified,True,1825,2764,66.02749638205499,MC,40.38356164383561,S02,5111;5601;5602;5620
